Student_ID,University,Gender,Academic_Year,Course,Student_Fees,Professor_Salary,Professor_Experience_Years
S0971,Cairo University,Male,3,Medicine,23170,23705,13
S0972,Ain Shams University,Female,1,Engineering,9075,19887,34
S0973,Ain Shams University,Male,1,Business,20038,28076,16
S0974,Mansoura University,Male,1,Computer Science,23155,26096,24
S0975,Alexandria University,Male,4,Medicine,15650,26121,27
S0976,Helwan University,Female,3,Computer Science,11777,25093,19
S0977,Ain Shams University,Male,2,Medicine,16371,15756,12
S0978,Ain Shams University,Female,3,Computer Science,20512,23522,2
S0979,Cairo University,Male,2,Pharmacy,19637,26474,1
S0980,Ain Shams University,Female,1,Computer Science,14035,25767,7
S0981,Cairo University,Male,1,Law,24990,28807,26
S0982,Helwan University,Female,4,Medicine,9733,19944,10
S0983,Cairo University,Male,4,Engineering,9141,18965,34
S0984,Cairo University,Male,2,Engineering,10080,15998,14
S0985,Mansoura University,Female,3,Law,23840,22172,20
S0986,Mansoura University,Male,1,Law,8986,16489,5
S0987,Helwan University,Female,4,Pharmacy,19309,21714,17
S0988,Mansoura University,Male,3,Computer Science,10337,20681,26
S0989,Cairo University,Male,3,Law,11721,28411,6
S0990,Mansoura University,Male,4,Business,12155,25297,9
S0991,Ain Shams University,Female,3,Medicine,24787,26710,2
S0992,Ain Shams University,Male,2,Computer Science,24718,21742,34
S0993,Alexandria University,Male,2,Computer Science,15376,17354,12
S0994,Cairo University,Female,3,Law,20182,21357,34
S0995,Helwan University,Female,1,Engineering,19825,27741,26
S0996,Alexandria University,Female,1,Law,12751,22517,17
S0997,Mansoura University,Female,4,Computer Science,20763,29001,25
S0998,Ain Shams University,Male,4,Computer Science,24984,18178,26
S0999,Mansoura University,Male,1,Computer Science,13287,24308,22
S1000,Mansoura University,Female,1,Law,8785,20955,31
